12,1.8994986,2.7169285,5.094363
13,0.44884354,3.585729,5.5703635
12,1.7770461,2.9121406,5.5376363
13,0.24241908,3.6371245,5.770648
12,1.7479516,2.8933277,5.365693
13,0.24857725,3.6319745,5.779393
12,1.7770461,2.9121406,5.5376363
13,0.17624184,3.5832105,5.7937984
12,1.7544655,2.7957726,5.562404
13,0.36771286,3.5656633,5.6202345
12,1.8786405,2.7289183,5.4248405
13,0.25363582,3.6558037,5.761039
12,1.8306412,2.8645616,5.3320017
13,0.11055151,3.5912042,5.7973895
12,1.8963464,2.6368806,5.4923267
13,0.323205,3.6569242,5.6999407
12,1.8306335,2.8645775,5.3320203
13,0.37949407,3.5375168,5.782494
12,1.8595062,2.8450644,5.341435
13,0.18579704,3.4965467,5.7847157
12,1.7493716,2.9055624,5.3652716
13,0.19159234,3.54874,5.8071537
12,1.5899774,2.5785568,5.250491
13,0.20668262,3.4601135,5.7979193
12,1.8483642,2.7380073,5.4418364
13,0.38416404,3.5221145,5.8043113
12,1.8077518,2.717636,5.372327
13,0.24517663,3.5561821,5.6940427
12,1.5321697,2.5045154,5.697298
13,0.21966147,3.5509777,5.8325505
12,1.8200291,2.9146934,5.36197
13,0.08328599,3.5668077,5.9022684
12,1.8308727,2.8667128,5.3878174
13,0.14201584,3.483254,5.790235
12,1.8200291,2.9146934,5.36197
13,0.15400007,3.6220932,5.790745
12,1.5330093,2.9623165,5.6067586
13,0.23398234,3.5703707,5.775199
12,1.8038284,2.8355184,5.4321933
13,0.45239252,3.2451386,5.8892107
12,1.8622924,2.662969,5.377762
13,0.14981441,3.569467,5.8751855
12,1.8595062,2.8450644,5.341435
13,0.036781415,3.4692698,5.8356037
12,1.7808694,2.8189974,5.348507
13,0.21678987,3.61079,5.777218
12,1.7364525,2.8917713,5.4681253
13,0.10411027,3.5853615,5.824685
12,1.8247446,2.9047503,5.450648
13,0.14269057,3.5726597,5.781499
12,1.8247446,2.9047503,5.450648
13,0.1628286,3.6887474,5.772649
12,1.8595062,2.8450644,5.341435
13,0.187894,3.5994787,5.7885966
12,1.8199672,2.9146852,5.361973
13,0.18374166,3.616693,5.827751
12,1.8595062,2.8450644,5.341435
13,0.31566495,3.4730134,5.739805
12,1.900119,2.8654356,5.410944
13,0.26122326,3.4054465,5.8033543
12,1.7831746,2.874102,5.474806
13,0.20766243,3.6488128,5.872348
12,1.7461091,2.8401804,5.3326397
